"line_item_usage_type","line_item_product_code","line_item_line_item_type","pricing_unit","line_item_operation","product_region"
"USE1-EUN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListStorageLensGroups","us-east-1"
"Requests-Tier8","AmazonS3","Usage","Requests","ListAGLocations","us-east-1"
"APN3-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","ap-northeast-3"
"APS2-RegistryAndShadowOperations","AWSIoT","Usage","Operations","DescribeThingGroup","ap-southeast-2"
"APE2-DataTransfer-Out-Bytes","AmazonSWF","Usage","GB","Unknown","ap-east-2"
"APS2-PaidEventsAnalyzed-Bytes","AmazonGuardDuty","Usage","GB","none","ap-southeast-2"
"EUS1-CW:GMD-Metrics","AmazonCloudWatch","Usage","Metrics","GetMetricData","eu-south-1"
"EUC1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketIntelligentTiering","eu-central-1"
"EUC1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ListBucketVersions","eu-central-1"
"USE1-Llama4-Maverick-17B-output-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelInference","us-east-1"
"APS2-Message","AmazonSES","Usage","Count","Receive","ap-southeast-2"
"EU-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListMultipartUploads","eu-west-1"
"EUC1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","InitiateMultipartUpload","eu-central-1"
"APS1-Fargate-vCPU-Hours:perCPU","AmazonEKS","SavingsPlanCoveredUsage","hours","FargatePod","ap-southeast-1"
"APN2-CW:MetricMonitorUsage","AmazonCloudWatch","Usage","Metrics","MetricStorage:AWS/S3","ap-northeast-2"
"APN3-EUW2-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-northeast-3"
"USW1-Requests-Tier1","AmazonSNS","Usage","Requests","ListTagsForResource","us-west-1"
"USE2-RegistryAndShadowOperations","AWSIoT","Usage","Operations","DetachThingPrincipal","us-east-2"
"APS2-USE2-AWS-In-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0021","ap-southeast-2"
"EUW2-AW-HWL-8-AutoStop-Usage","AmazonWorkSpaces","Usage","Hour","none","eu-west-2"
"IN-Output-HD-Hours","AmazonIVS","Usage","hours","x","global"
"USW1-APN2-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-west-1"
"USW1-APS4-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-west-1"
"EUW3-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteBucketPolicy","eu-west-3"
"APE1-PHL1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-east-1"
"APS3-Endpoint-Hour","AWSNetworkFirewall","Usage","Hourly","Operation:Metering","ap-south-1"
"APS3-AW-HWU-1-0-AutoStop-User","AmazonWorkSpaces","Usage","Month","none","ap-south-1"
"APN2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadACL","ap-northeast-2"
"DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","ListStreams","us-east-1"
"APS1-APS3-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","ap-southeast-1"
"BoxUsage:t2.small","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances:0010","us-east-1"
"EUN1-LCUUsage","AWSELB","Usage","LCU-Hrs","LoadBalancing:Application","eu-north-1"
"USW1-APN1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","us-west-1"
"EUC1-AKL1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","eu-central-1"
"APN3-DataTransfer-Regional-Bytes","AmazonECS","Usage","GB","FargateTask","ap-northeast-3"
"BoxUsage:m6gd.2xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-1"
"APS1-APS3-AWS-Out-Bytes","AmazonS3","Usage","GB","CopyPartGet","ap-southeast-1"
"APS2-AW-SW-17","AmazonWorkSpaces","Usage","Month","none","ap-southeast-2"
"APS1-SAE1-AWS-In-Bytes","AmazonES","Usage","GB","None","ap-southeast-1"
"USE2-ESInstance:c4.2xlarge","AmazonES","Usage","Hrs","ESDomain","us-east-2"
"EU-Requests-Tier1","AmazonSNS","Usage","Requests","GetSMSAttributes","eu-west-1"
"MES1-USE1-AWS-Out-Bytes","AmazonStates","Usage","GB","Unknown","me-south-1"
"USE1-Logs-LiveTail","AmazonCloudWatch","Usage","minutes","StartLiveTail","us-east-1"
"USW2-ApiGatewayHttpRequest","AmazonApiGateway","Usage","Requests","ApiGatewayHttpApi","us-west-2"
"USE1-APN1-AWS-Out-Bytes","AmazonS3","Usage","GB","GetLensConfiguration","us-east-1"
"EU-EUC1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadVersioningProps","eu-west-1"
"BoxUsage:t3a.medium","AmazonEC2","DiscountedUsage","Hrs","RunInstances","us-east-1"
"EU-USW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadAccelerate","eu-west-1"
"APN2-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","DescribeTimeToLive","ap-northeast-2"
"us-west-2-KMS-Requests","awskms","Usage","Requests","EnableKeyRotation","us-west-2"
"USW2-InstanceUsage:db.m5.xl","AmazonRDS","Usage","Hrs","CreateDBInstance:0014","us-west-2"
"USW2-DataTransfer-Regional-Bytes","AmazonES","Usage","GB","None","us-west-2"
"USE1-APS9-AWS-Out-Bytes","AmazonS3","Usage","GB","ListAllMyBuckets","us-east-1"
"APS3-RDS:GP2-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0020","ap-south-1"
"USE1-TimedStorage-ByteHrs","AWSEvents","Usage","GB-Mo","StandardStorage","us-east-1"
"EUC1-ILC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","eu-central-1"
"USE2-BoxUsage:c6g.large","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-2"
"USE1-AFS1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","us-east-1"
"USE2-QRO1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-2"
"APS6-TimedStorage-ByteHrs","AmazonCloudWatch","Usage","GB-Mo","HourlyStorageMetering","ap-southeast-4"
"USE1-LAS1-AWS-Out-Bytes","AmazonES","Usage","GB","None","us-east-1"
"USW1-DEN1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","us-west-1"
"APS2-Notebk:ml.t3.medium","AmazonSageMaker","Usage","Hrs","RunInstance","ap-southeast-2"
"APS2-EU-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","ap-southeast-2"
"EUN1-DataProcessing-Bytes","AWSELB","Usage","GB","LoadBalancing","eu-north-1"
"APN1-DataTransfer-xAZ-In-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","ap-northeast-1"
"APS1-AKL1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-1"
"APS2-MEC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-southeast-2"
"EUW2-CloudFront-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing","eu-west-2"
"EUC1-USE1-AWS-Out-Bytes","AWSEvents","Usage","GB","InvokeCrossRegionTarget","eu-central-1"
"APS3-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketAnalytics","ap-south-1"
"APS2-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListBucket","ap-southeast-2"
"APS3-EarlyDelete-SIA","AmazonS3","Usage","GB-Mo","DeleteObject","ap-south-1"
"APE1-LAS1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-east-1"
"EUN1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketAnalytics","eu-north-1"
"APN2-CAN2-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","ap-northeast-2"
"EUW3-MEC1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-3"
"USE2-SEA1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","us-east-2"
"USE1-USW2-AWS-Out-Bytes","AmazonS3","Usage","GB","CreateBucket","us-east-1"
"USE2-LOS1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","us-east-2"
"APS3-BoxUsage:c5n.4xlarge","AmazonEC2","Usage","Hrs","RunInstances","ap-south-1"
"USE1-EUW3WL1DSS1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-east-1"
"USW2-APS2-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObject","us-west-2"
"USE1-APN1-AWS-Out-Bytes","AWSDatabaseMigrationSvc","Usage","GB","Not Applicable","us-east-1"
"APE1-DEL1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-east-1"
"APS3-BoxUsage:r5.xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-south-1"
"EUN1-PaidS3DataEventsAnalyzed","AmazonGuardDuty","Usage","Events","none","eu-north-1"
"EUC1-RDS:ChargedBackupUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0002","eu-central-1"
"DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteObjectTagging","us-east-1"
"EU-SAE1-AWS-Out-Bytes","AmazonES","Usage","GB","None","eu-west-1"
"USW2-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","us-west-2"
"USE2-SAE1-AWS-In-Bytes","AmazonS3","Usage","GB","CopyObject","us-east-2"
"USE2-EUC1-AWS-In-Bytes","AmazonS3","Usage","GB","CopyObject","us-east-2"
"USW2-Vectors-Request-Tier2","AmazonS3","Usage","Requests","ListTagsForResource","us-west-2"
"EUN1-RDS:PIOPS-Storage-IO2","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0002","eu-north-1"
"APS1-BUE1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-southeast-1"
"APS3-RegistryAndShadowOperations","AWSIoT","Usage","Operations","DescribeThing","ap-south-1"
"APS3-BoxUsage:p2.xlarge","AmazonEC2","Usage","Hrs","RunInstances","ap-south-1"
"USE1-USW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadCostAllocation","us-east-1"
"USE2-APS1-AWS-Out-Bytes","AmazonRDS","Usage","GB","Not Applicable","us-east-2"
"CAN1-APS2-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ca-central-1"
"EUC1-EUW3WL1CMN1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","eu-central-1"
"APS2-NovaLite-output-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelStreamingInference","ap-southeast-2"
"EUW2-PER1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-2"
"EUN1-DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteLogProps","eu-north-1"
"APS2-AFS1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-southeast-2"
"EUC1-APS3-AWS-Out-Bytes","AmazonS3","Usage","GB","ListBucket","eu-central-1"
"APS2-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","DeleteItem","ap-southeast-2"
"IN-ZA-OUT-Bytes-AWS","AWSGlobalAccelerator","Usage","GigaBytes","Non-dominant","ap-south-1"
"USE2-SpotUsage:c7g.xlarge","AmazonEC2","Usage","Hrs","RunInstances:SV051","us-east-2"
"USW2-IssuePublicCertificateWildcardDomain","ACM","Usage","Certificate Domain Name","REQUEST_CERTIFICATE","us-west-2"
"USW2-DataTransfer-Out-Bytes","AWSCodeArtifact","Usage","GB","ListPackageVersions","us-west-2"
"ICN-P-AVC-HD-MHQ-30","AWSElementalMediaConvert","Usage","minutes","CreateJob","ap-northeast-2"
"EUN1-USE1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","eu-north-1"
"SAE1-Requests-Tier1","AWSQueueService","Usage","Requests","DeleteQueue","sa-east-1"
"USW1-ETDataAccess-Bytes","AmazonEFS","Usage","GB","Read","us-west-1"
"KR-KR-IN-Bytes-Internet","AWSGlobalAccelerator","Usage","GigaBytes","Non-dominant","ap-northeast-2"
"USE2-EBSOptimized:c5d.xlarge","AmazonEC2","Usage","Hrs","Hourly","us-east-2"
"BoxUsage:m6gd.xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-1"
"SAE1-XRay-TracesAccessed","AWSXRay","Usage","traces","XRay-Traces-Scanned","sa-east-1"
"EUW2-ResolverNetworkInterface","AmazonRoute53","Usage","Hours","AttachedResolverNetworkInterface","eu-west-2"
"EUW3-Multi-AZUsage:db.t3.medium","AmazonRDS","Usage","Hrs","CreateDBInstance:0014","eu-west-3"
"APS4-APS5-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-3"
"EU-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","CopyObject","eu-west-1"
"APS3-BoxUsage:m4.xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002","ap-south-1"
"SAE1-LoadBalancerUsage","AWSELB","Usage","Hrs","LoadBalancing","sa-east-1"
"EUS1-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","ListTables","eu-south-1"
"USE1-zai.glm-4.7-input-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelStreamingInference","us-east-1"
"APS1-ESInstance:r6g.large","AmazonES","Usage","Hrs","ESDomain","ap-southeast-1"
"SAE1-DataTransfer-Out-Bytes","AmazonSimpleDB","Usage","GB","SelectGet","sa-east-1"
"APS2-DataTransfer-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","ap-southeast-2"
"EUN1-StateTransition","AmazonStates","Usage","StateTransitions","ExecutionStarted","eu-north-1"
"EU-Requests-Tier3","AmazonS3","Usage","Requests","S3-GDATransition","eu-west-1"
"SAE1-Requests-Tier1","AmazonS3","Usage","Requests","WriteObjectLockLegalHold","sa-east-1"
"USW2-APE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListBucket","us-west-2"
"EUW3-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketIntelligentTiering","eu-west-3"
"APS1-Group2-ImagesProcessed","AmazonRekognition","Usage","Images Processed","RecognizeCelebrities","ap-southeast-1"
"USE2-Requests-Tier3","AmazonS3","Usage","Requests","S3-GlacierTransition","us-east-2"
"APS3-EU-AWS-In-Bytes","AmazonS3","Usage","GB","PutObjectForRepl","ap-south-1"
"USE1-Notebk:ml.c5.xlarge","AmazonSageMaker","Usage","Hrs","RunInstance","us-east-1"
"USE2-APS2-AWS-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","us-east-2"
"USW2-BOS1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-west-2"
"APE1-BoxUsage:m5.xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-east-1"
"APS2-CloudFront-Out-Bytes","AmazonS3","Usage","GB","ListBucket","ap-southeast-2"
"USE2-Requests-Tier1","AmazonSNS","Usage","Requests","DeleteSMSSandboxPhoneNumber","us-east-2"
"SpotUsage:t2.micro","AmazonEC2","Usage","Hrs","RunInstances:SV006","us-east-1"
"APS1-Grafana:EditorUser","AmazonGrafana","Usage","Users","g-9d9fe050d2","ap-southeast-1"
"EU-Lambda-GB-Second-ARM","AWSLambda","Usage","Lambda-GB-Second","Invoke","eu-west-1"
"USE1-USE2-AWS-Out-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","us-east-1"
"APS2-APS3-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","ap-southeast-2"
"APS1-AW-HWL-10-AutoStop-User","AmazonWorkSpaces","Usage","Month","none","ap-southeast-1"
"USW2-CHI1-AWS-Out-Bytes","AmazonES","Usage","GB","None","us-west-2"
"USE1-TotalDataXfer-Out-Bytes","AmazonLightsail","Usage","GB","large_2_0_outother","us-east-1"
"USE2-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","CancelRotateSecret","us-east-2"
"APS2-Requests-ZIA-Tier2","AmazonS3","Usage","Requests","GetObject","ap-southeast-2"
"SAE1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketMetrics","sa-east-1"
"APS6-EUW2-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-southeast-4"
"APN2-EUS1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-northeast-2"
"BoxUsage:i3.large","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-1"
"SAE1-BoxUsage:g4dn.xlarge","AmazonEC2","Usage","Hrs","RunInstances","sa-east-1"
"CAN1-BoxUsage:p3.2xlarge","AmazonEC2","Usage","Hrs","RunInstances","ca-central-1"
"APS3-USW2-AWS-Out-Bytes","AmazonEC2","Usage","GB","EBS Snapshot Copy","ap-south-1"
"APS3-EBSOptimized:c5.24xlarge","AmazonEC2","Usage","Hrs","Hourly","ap-south-1"
"APS2-RDS:Multi-AZ-PIOPS-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0002","ap-southeast-2"
"Global-RequestV2-Tier1","awswaf","Usage","Request","Request","global"
"APN2-SpotUsage:c5.24xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV054","ap-northeast-2"
"APS2-SpotUsage:r5ad.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV052","ap-southeast-2"
"APS2-SpotUsage:r5a.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV052","ap-southeast-2"
"EUW3-CPUCredits:t3","AmazonEC2","Usage","vCPU-Hours","T3CPUCredits","eu-west-3"
"USW2-Requests-Tier1","AmazonS3","Usage","Requests","WriteRequestPaymentProps","us-west-2"
"EU-APN2-AWS-In-Bytes","AmazonS3","Usage","GB","WriteBucketPolicy","eu-west-1"
"APN1-EBSOptimized:p3.2xlarge","AmazonEC2","Usage","Hrs","Hourly","ap-northeast-1"
"USW2-BoxUsage:g6.12xlarge","AmazonEC2","Usage","Hrs","RunInstances","us-west-2"
"SAE1-APS3-AWS-In-Bytes","AmazonS3","Usage","GB","UploadPartForRepl","sa-east-1"
"APN2-SpotUsage:r5a.24xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV052","ap-northeast-2"
"CAN1-APN3-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ca-central-1"
"APN1-EUN1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-northeast-1"
"EUW3-SAE1-AWS-Out-Bytes","AmazonRDS","Usage","GB","Not Applicable","eu-west-3"
"sa-east-1-KMS-Requests","awskms","Usage","Requests","UpdateKeyDescription","sa-east-1"
"EUW3-Requests-Tier1","AmazonSNS","Usage","Requests","GetDataProtectionPolicy","eu-west-3"
"EUC1-network-assessments-free","AmazonInspector","Usage","InstanceAssessments","Unknown","eu-central-1"
"APS2-InstanceUsage:db.r5.large","AmazonRDS","Usage","Hrs","CreateDBInstance:0016","ap-southeast-2"
"USE1-APS6-AWS-Out-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","us-east-1"
"EUW3-ConnectionMinutes","AWSIoT","Usage","Minutes","MQTT.WSS","eu-west-3"
"USW2-EU-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","us-west-2"
"APS1-Std-MicrosoftAD-DC-Usage","AWSDirectoryService","Usage","Hrs","Hourly","ap-southeast-1"
"EUC1-MP:EUC1_InputTokenCount-Units","5jm1opkmaj61url2p3po87d3b2","Usage","Units","Usage","eu-central-1"
"USE1-MP:USE1_CacheWriteInputTokenCount_Global-Units","7g37zhparap7eesm9k78jrzqc","Usage","Units","InvokeModelStreamingInference","us-east-1"
"USE2-MP:USE2_InputTokenCount-Units","4a524th30q694o538qndh9ucht","Usage","Units","Usage","us-east-2"
"EUW2-DataTransfer-In-Bytes","AmazonEC2","Usage","GB","RunInstances","eu-west-2"
"DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ListBucket","us-east-1"
"USW2-Lambda-GB-Second","AWSLambda","Usage","","Invoke","us-west-2"
"USW2-Requests-Tier1","AmazonS3","Usage","Requests","PutObject","us-west-2"
"EUC1-NatGateway-Hours","AmazonEC2","Usage","Hrs","NatGateway","eu-central-1"
"DataTransfer-In-Bytes","AmazonSNS","Usage","GB","Publish","us-east-1"
"EUC1-Requests-Tier2","AmazonS3","Usage","Requests","ReadLocation","eu-central-1"
"USE2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadACL","us-east-2"
"EU-APN1-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","eu-west-1"
"APS3-LCUUsage","AmazonEC2","Usage","LCU-Hrs","LoadBalancing:Application","ap-south-1"
"USE1-APN2-AWS-In-Bytes","AWSLambda","Usage","GB","Invoke","us-east-1"
"APN2-USE1-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","ap-northeast-2"
"USW2-NatGateway-Bytes","AmazonEC2","Usage","GB","NatGateway","us-west-2"
"USE1-UGW1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-east-1"
"EUW2-APS2-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-2"
"USW2-CloudFront-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing","us-west-2"
"us-west-1-KMS-Requests","awskms","Usage","Requests","Decrypt","us-west-1"
"USE1-EUC1-AWS-In-Bytes","AWSLambda","Usage","GB","Invoke","us-east-1"
"USW1-BoxUsage:t2.micro","AmazonEC2","Usage","Hrs","RunInstances","us-west-1"
"APS2-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","ListTagsOfResource","ap-southeast-2"
"BoxUsage:p2.xlarge","AmazonEC2","Usage","Hrs","RunInstances","us-east-1"
"DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteACL","us-east-1"
"USE1-APN2-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-1"
"Requests-Tier1","AmazonSNS","Usage","Requests","CreateTopic","us-east-1"
"USW2-LoadBalancerUsage","AmazonEC2","Usage","Hrs","LoadBalancing:Application","us-west-2"
"EU-USE2-AWS-In-Bytes","AmazonES","Usage","GB","None","eu-west-1"
"DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","ListTagsOfResource","us-east-1"
"APS1-Requests-Tier2","AmazonS3","Usage","Requests","ReadNotificationProps","ap-southeast-1"
"USE2-RegistryAndShadowOperations","AWSIoT","Usage","Operations","CreateThingGroup","us-east-2"
"ap-northeast-2-KMS-Requests","awskms","Usage","Requests","ListKeys","ap-northeast-2"
"EU-DataTransfer-Out-Bytes","AmazonECR","Usage","GB","downloadLayer","eu-west-1"
"USE2-CAN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","us-east-2"
"EU-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadLogProps","eu-west-1"
"USE2-APN2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","us-east-2"
"EUW2-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketWebsite","eu-west-2"
"USE1-APN2-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObject","us-east-1"
"APS1-Requests-Tier1","AWSQueueService","Usage","Requests","GetQueueAttributes","ap-southeast-1"
"USE1-APS1-AWS-In-Bytes","AmazonS3","Usage","GB","CreateBucket","us-east-1"
"APS1-EUW3-AWS-Out-Bytes","AmazonRDS","Usage","GB","Not Applicable","ap-southeast-1"
"APS1-USW2-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","ap-southeast-1"
"APS1-EUW3-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","ap-southeast-1"
"ZA-Requests-HTTPS-Proxy","AmazonCloudFront","Usage","Requests","POST","eu-west-2"
"us-east-1-KMS-Requests","awskms","Usage","Requests","UntagResource","us-east-1"
"APS2-APS1-AWS-In-Bytes","AmazonS3","Usage","GB","WriteBucketServerSideEncryption","ap-southeast-2"
"APS1-RegistryAndShadowOperations","AWSIoT","Usage","Operations","DescribeThingType","ap-southeast-1"
"APS1-Requests-Tier1","AWSQueueService","Usage","Requests","DeleteMessage","ap-southeast-1"
"USE2-Requests-Tier1","AmazonS3","Usage","Requests","WriteVersioningProps","us-east-2"
"Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketPolicyStatus","us-east-1"
"APN1-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-northeast-1"
"APS1-USW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-southeast-1"
"SAE1-BoxUsage:t1.micro","AmazonEC2","Usage","Hrs","RunInstances","sa-east-1"
"eu-west-1-KMS-Requests","awskms","Usage","","GenerateDataKey","eu-west-1"
"APS2-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","DescribeLimits","ap-southeast-2"
"EUW3-DataTransfer-Out-Bytes","AWSLambda","Usage","GB","Invoke","eu-west-3"
"EUW3-EU-AWS-Out-Bytes","AmazonGlacier","Usage","GB","ListVaults","eu-west-3"
"USE1-EU-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicy","us-east-1"
"EUW2-Messages","AWSIoT","Usage","Messages","MQTT.PubAck","eu-west-2"
"DeliveryAttempts-HTTP","AmazonSNS","Usage","Notifications","Notification","us-east-1"
"APS3-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","PutObject","ap-south-1"
"APN1-USE1-AWS-Out-Bytes","AmazonES","Usage","GB","None","ap-northeast-1"
"SAE1-FreeEventsAnalyzed-Bytes","AmazonGuardDuty","Usage","GB","none","sa-east-1"
"Requests-RBP","AWSQueueService","Usage","","Send","us-east-1"
"EU-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","Scan","eu-west-1"
"APS3-Requests-Tier1","AmazonS3","Usage","Requests","WriteBucketPolicy","ap-south-1"
"USE2-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicyStatus","us-east-2"
"APE1-USW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-east-1"
"USE1-APS3-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicyStatus","us-east-1"
